type,number,date,partenaire_id,client_name,client_ice,client_address,city,has_cachet,line_items,tva_rate,ht,tva,ttc,is_active,is_locked
facture,029/2026/AI,2026-04-18,b00daf69-db4b-4fe8-8721-9591d7df85bf,CHINA OVERSEAS ENGINEERING CORPORATION,001596313000044,"INARA, ROUTE 28 N°25, CALIFORNIE, 20150 CASABLANCA",Casablanca,false,"[{""desc"":""Travaux de terrassement et évacuation de déblai à ouvrage CASA / MOHAMEDIA / BOUSKOURA : camion 8*4"",""unit"":""JOUR"",""qty"":144.0,""unit_price"":1600.0},{""desc"":""Travaux de pieux sur fondations à ouvrage 2571 : GRUE MOBILE 25TN"",""unit"":""JOUR"",""qty"":12.0,""unit_price"":1923.0},{""desc"":""Travaux de pieux sur fondations à ouvrage 2800 : GRUE MOBILE 40TN"",""unit"":""JOUR"",""qty"":13.0,""unit_price"":2615.0},{""desc"":""Travaux de pieux sur fondations à ouvrage 0137 : GRUE MOBILE 35TN"",""unit"":""MOIS"",""qty"":1.0,""unit_price"":60000.0},{""desc"":""Travaux de Terrassement (terrassement-levage à BOUSKOURA Excavateur CAT 318 2009"",""unit"":""MOIS"",""qty"":1.0,""unit_price"":42000.0},{""desc"":""Travaux de Terrassement (terrassement-levage à Mohammedia Excavateur CAT 318 26000"",""unit"":""MOIS"",""qty"":1.0,""unit_price"":42000.0},{""desc"":""Travaux de Terrassement (terrassement-levage à Mohammedia Excavateur CAT 318 26000"",""unit"":""MOIS"",""qty"":1.0,""unit_price"":42000.0},{""desc"":""Travaux de Terrassement (terrassement-levage à Mohammedia Excavateur FIAT HITACHI 2800"",""unit"":""MOIS"",""qty"":1.0,""unit_price"":42000.0},{""desc"":""Travaux de Terrassement (terrassement-levage à Mohammedia Excavateur FIAT HITACHI 2800"",""unit"":""JOUR"",""qty"":3.0,""unit_price"":1615.0},{""desc"":""Travaux de Terrassement (terrassement- ROSAGE à OUVRAGE MOHAMEDIA-CASA) CAMION CITERNE"",""unit"":""MOIS"",""qty"":1.0,""unit_price"":26000.0},{""desc"":""Travaux de Terrassement (terrassement- ROSAGE à OUVRAGE MOHAMEDIA-CASA) CAMION CITERNE"",""unit"":""MOIS"",""qty"":1.0,""unit_price"":26000.0},{""desc"":""Travaux de Terrassement (terrassement- ROSAGE à OUVRAGE MOHAMEDIA-CASA) CAMION CITERNE 1"",""unit"":""U"",""qty"":1.0,""unit_price"":1000.0},{""desc"":""Travaux de Terrassement (terrassement- TRANSPORTATION MOHAMEDIA-CASA) CAMION GRUE"",""unit"":""MOIS"",""qty"":1.0,""unit_price"":50000.0},{""desc"":""Travaux de Terrassement (terrassement- TRANSPORTATION MOHAMEDIA-CASA) CAMION GRUE"",""unit"":""JOUR"",""qty"":1.0,""unit_price"":1923.0},{""desc"":""Travaux de Terrassement (terrassement-levage tractopelle JCB AVEC MARTEAU MOHAMEDIA)"",""unit"":""MOIS"",""qty"":1.0,""unit_price"":40000.0},{""desc"":""Travaux de Terrassement (terrassement-levage tractopelle JCB AVEC MARTEAU MOHAMEDIA) 1 dimachne"",""unit"":""JOUR"",""qty"":1.0,""unit_price"":1538.0},{""desc"":""Travaux de Terrassement (terrassement-levage tractopelle JCB AVEC MARTEAU MOHAMEDIA) heure supp"",""unit"":""HEURE"",""qty"":18.0,""unit_price"":170.0},{""desc"":""Travaux de Terrassement (terrassement-levage tractopelle JCB ) MOHAMEDIA"",""unit"":""jour"",""qty"":16.0,""unit_price"":1300.0},{""desc"":""Travaux de Terrassement (Transportation du avec un PORTCHAR 100 TN MACHINE DE FORAGE"",""unit"":""U"",""qty"":1.0,""unit_price"":6000.0},{""desc"":""Travaux de Terrassement (Transportation du avec un PORTCHAR ET CAMION PLATEAU"",""unit"":""U"",""qty"":7.0,""unit_price"":1500.0},{""desc"":""Travaux de déviation de circulation Chariot élévateur 5TN"",""unit"":""U"",""qty"":2.0,""unit_price"":1300.0}]",20,709737.0,141947.4,851684.4,true,true
facture,030/2026/AI/BIS,2026-03-19,b0dede0c-950d-42a9-b6bb-d33db55420dd,MINGDIAN INTERNATIONAL,003389053000034,,Casablanca,false,"[{""desc"":""NIVELEUSE"",""unit"":""JOUR"",""qty"":12.5,""unit_price"":2300.0},{""desc"":""CHARGEUSE 950G"",""unit"":""JOUR"",""qty"":9.0,""unit_price"":2300.0},{""desc"":""CHARGEUSE 950H"",""unit"":""JOUR"",""qty"":22.0,""unit_price"":2500.0},{""desc"":""CHARGEUSE 950 H"",""unit"":""H"",""qty"":20.0,""unit_price"":277.77},{""desc"":""PELLE SUR CHENILLES"",""unit"":""JOUR"",""qty"":19.5,""unit_price"":2000.0},{""desc"":""PELLE SUR CHENILLES"",""unit"":""H"",""qty"":12.0,""unit_price"":222.22},{""desc"":""进出场费 Frais d'entrée et de sortie (Sortie Chargeuse 950 G) (Entrée pelle sur chenilles 1)"",""unit"":""次 Fois"",""qty"":2.0,""unit_price"":2000.0}]",20,155672.04,31134.408,186806.448,true,true
facture,030/2026/AI,2026-05-09,b00daf69-db4b-4fe8-8721-9591d7df85bf,CHINA OVERSEAS ENGINEERING CORPORATION,001596313000044,"INARA, ROUTE 28 N°25, CALIFORNIE, 20150 CASABLANCA",Casablanca,false,"[{""desc"":""Locatio des camion d'évacuation de déblai à ouvrage CASA"",""unit"":""JOUR"",""qty"":294.0,""unit_price"":1600.0},{""desc"":""Locatio des camion d'évacuation de déblai à ouvrage CASA"",""unit"":""HEURE"",""qty"":16.0,""unit_price"":177.0},{""desc"":""Locatio des camion d'évacuation de déblai à ouvrage CASA"",""unit"":""JOUR"",""qty"":39.0,""unit_price"":1700.0},{""desc"":""Location dune GRUE MOBILE 40TN ouvrage 2800"",""unit"":""MOIS"",""qty"":1.0,""unit_price"":68000.0},{""desc"":""Location dune GRUE MOBILE 35 TN ouvrage 0137"",""unit"":""JOUR"",""qty"":24.0,""unit_price"":2307.0},{""desc"":""Location chargeuse a la base de vie"",""unit"":""JOUR"",""qty"":3.0,""unit_price"":2300.0},{""desc"":""Location Excavateur sur pneu CAT 318 2009"",""unit"":""JOUR"",""qty"":22.0,""unit_price"":1615.0},{""desc"":""Location Excavateur sur pneu FIAT HITACHI 2800"",""unit"":""JOUR"",""qty"":18.0,""unit_price"":1615.0},{""desc"":""Location Excavateur sur pneu FIAT HITACHI 2682"",""unit"":""JOUR"",""qty"":24.0,""unit_price"":1615.0},{""desc"":""Location Excavateur sur CHENILLE CAT 322 2700 CASA"",""unit"":""JOUR"",""qty"":3.0,""unit_price"":2076.0},{""desc"":""Location Excavateur sur CHENILLE VOLVO 2700 CASA"",""unit"":""JOUR"",""qty"":3.0,""unit_price"":2076.0},{""desc"":""Location Excavateur sur CHENILLE VOLVO 2700 CASA"",""unit"":""HEURE"",""qty"":6.0,""unit_price"":230.0},{""desc"":""Location Excavateur sur CHENILLE CAT 325 2700 CASA"",""unit"":""JOUR"",""qty"":5.0,""unit_price"":2076.0},{""desc"":""Location CAMION CITERNE ( CASABLANCA )"",""unit"":""JOUR"",""qty"":21.0,""unit_price"":1000.0},{""desc"":""Location CAMION CITERNE ( MOHAMEDIA )"",""unit"":""JOUR"",""qty"":12.0,""unit_price"":1000.0},{""desc"":""Location CAMION CITERNE ( MOHAMEDIA ) 1"",""unit"":""HEURE"",""qty"":5.0,""unit_price"":111.0},{""desc"":""Location camion grue"",""unit"":""JOUR"",""qty"":22.0,""unit_price"":1923.0},{""desc"":""Location camion grue ( HEURE SUPP )"",""unit"":""HEURE"",""qty"":4.0,""unit_price"":213.0},{""desc"":""Location JCB AVEC MATREAU( MOHAMEDIA )"",""unit"":""JOUR"",""qty"":23.0,""unit_price"":1538.0},{""desc"":""Location JCB AVEC MATREAU ( MOHAMEDIA )"",""unit"":""HEURE"",""qty"":8.0,""unit_price"":170.0},{""desc"":""Location JCB AVEC GODGET( MOHAMEDIA )"",""unit"":""JOUR"",""qty"":13.0,""unit_price"":1300.0},{""desc"":""Travaux de déviation de circulation Chariot élévateur 5TN"",""unit"":""U"",""qty"":5.0,""unit_price"":1300.0}]",20,934223.0,186844.6,1121067.6,true,true
facture,031/2026/AI,2026-03-19,b0dede0c-950d-42a9-b6bb-d33db55420dd,MINGDIAN INTERNATIONAL,003389053000034,,Casablanca,false,"[{""desc"":""NIVELEUSE"",""unit"":""JOUR"",""qty"":3.0,""unit_price"":2300.0},{""desc"":""CHARGEUSE 950 H"",""unit"":""JOUR"",""qty"":14.0,""unit_price"":2500.0},{""desc"":""CHARGEUSE 950 H"",""unit"":""H"",""qty"":4.0,""unit_price"":277.77},{""desc"":""PELLE SUR CHENILLES"",""unit"":""JOUR"",""qty"":19.0,""unit_price"":2000.0},{""desc"":""PELLE SUR CHENILLES"",""unit"":""HEURES"",""qty"":5.0,""unit_price"":222.22},{""desc"":""CAMION 8*4"",""unit"":""JOUR"",""qty"":3.0,""unit_price"":1700.0},{""desc"":""进出场费 Frais d'entrée et de sortie (Sortie NIVELEUSE)"",""unit"":""次 Fois"",""qty"":1.0,""unit_price"":2000.0}]",20,89222.18,17844.43,107066.616,true,true
facture,032/2026/AI,2026-03-27,85aff188-c5db-4c7a-8c05-10c7fb9eda0d,ZHONGLI CONSTRUCTION,003069395000031,,Casablanca,false,"[{""desc"":""LOCATION JOURNALIERE DE 5 CAMIONS"",""unit"":""JOURS"",""qty"":46.0,""unit_price"":1700.0,""tva_rate"":20.0}]",20,78200.0,15640.0,93840.0,true,true
facture,033/2026/AI,2026-04-02,b0dede0c-950d-42a9-b6bb-d33db55420dd,MINGDIAN INTERNATIONAL,003389053000034,,Casablanca,false,"[{""desc"":""NIVELEUSE"",""unit"":""JOUR"",""qty"":2.0,""unit_price"":2300.0},{""desc"":""CHARGEUSE 950H"",""unit"":""JOUR"",""qty"":23.0,""unit_price"":2300.0},{""desc"":""CHARGEUSE 950H"",""unit"":""HEURS"",""qty"":14.0,""unit_price"":255.55},{""desc"":""PELLE SUR CHENILLES *2"",""unit"":""JOURS"",""qty"":51.0,""unit_price"":2000.0},{""desc"":""PELLE SUR CHENILLES *2"",""unit"":""HEURS"",""qty"":2.0,""unit_price"":222.22},{""desc"":""CAMION 8*4 *3"",""unit"":""JOURS"",""qty"":33.5,""unit_price"":1700.0},{""desc"":""CAMION 8*4"",""unit"":""HEURS"",""qty"":7.0,""unit_price"":188.88},{""desc"":""进出场费 Frais d'entrée et de sortie (Entrée PELLE VOLVO) (Sortie NIVELEUSE)"",""unit"":""次 Fois"",""qty"":2.0,""unit_price"":2000.0}]",20,225794.3,45158.86,270953.16,true,true
facture,034/2026/AI,2026-04-20,c327769f-2f62-4a8b-876c-b3d2ebd79832,AFRICA GLOBAL LOGISTICS & SHIPPING MAROC,001527059000033,"43 BD KHALID IBNOU LOUALID, AIN SEBAA, CASABLANCA",Casablanca,false,"[{""desc"":""Stockage à l'entrepôt"",""unit"":""JOURS"",""qty"":10,""unit_price"":50,""tva_rate"":20},{""desc"":""Calage et transfert marchandise vers site"",""unit"":""CAMION"",""qty"":1,""unit_price"":6400,""tva_rate"":20}]",20,6900.0,1380.0,8280.0,true,true
facture,035/2026/AI,2024-03-19,19b6ba50-60e9-46c1-9e02-3fe702889d98,OVERSEAS LIFTING,003654969000048,,Casablanca,false,"[{""desc"":""Chariot Elevateur 3TN"",""unit"":""U"",""qty"":1.0,""unit_price"":12500.0,""tva_rate"":20.0}]",20,12500.0,2500.0,15000.0,true,true
facture,036/2026/AI,2026-05-04,7aa95b57-b755-4a60-8d08-5f7e821abdaf,TG NORTH AFRICA SARL,003844653000083,,Casablanca,false,"[{""desc"":""Acompte de 40 % sur les travaux de manutention"",""unit"":""U"",""qty"":1.0,""unit_price"":32560.0,""tva_rate"":20.0}]",20,32560.0,6512.0,39072.0,true,true
facture,037/2026/AI,2026-05-05,c327769f-2f62-4a8b-876c-b3d2ebd79832,AFRICA GLOBAL LOGISTICS & SHIPPING MAROC,001527059000033,"43 BD KHALID IBNOU LOUALID, AIN SEBAA, CASABLANCA",Casablanca,false,"[{""desc"":""MOBILISATION D’UN MAIN SHAFT AGREDA – BOUJDOUR (Réf : 10190208)"",""unit"":""FF"",""qty"":1.0,""unit_price"":168000.0,""tva_rate"":0.0},{""desc"":""IMMOBILISATION DU CAMION"",""unit"":""JOUR"",""qty"":2.0,""unit_price"":2000.0,""tva_rate"":0.0},{""desc"":""SURCHARGE CARBURANT"",""unit"":""U"",""qty"":1.0,""unit_price"":19000.0,""tva_rate"":0.0}]",20,191000.0,0.0,191000.0,true,true
facture,038/2026/AI,2026-05-05,c327769f-2f62-4a8b-876c-b3d2ebd79832,AFRICA GLOBAL LOGISTICS & SHIPPING MAROC,001527059000033,"43 BD KHALID IBNOU LOUALID, AIN SEBAA, CASABLANCA",Casablanca,false,"[{""desc"":""MOBILISATION D’UN MAIN SHAFT BOUJDOUR – SIGUERO (Réf : 35624177)"",""unit"":""FF"",""qty"":1.0,""unit_price"":171000.0,""tva_rate"":0.0},{""desc"":""SURCHARGE CARBURANT"",""unit"":""U"",""qty"":1.0,""unit_price"":19000.0,""tva_rate"":0.0}]",20,190000.0,0.0,190000.0,true,true
facture,039/2026/AI,2026-05-06,b00daf69-db4b-4fe8-8721-9591d7df85bf,CHINA OVERSEAS ENGINEERING CORPORATION,001596313000044,"INARA, ROUTE 28 N°25, CALIFORNIE, 20150 CASABLANCA",Casablanca,false,"[{""desc"":""NACELLE CISEAUX 8M 1"",""unit"":""JOUR"",""qty"":12.0,""unit_price"":500.0},{""desc"":""NACELLE CISEAUX 8M 2"",""unit"":""JOUR"",""qty"":8.0,""unit_price"":500.0},{""desc"":""NACELLE CISEAUX 8M 3"",""unit"":""JOUR"",""qty"":9.0,""unit_price"":500.0},{""desc"":""MOBILISATION DE DEUX NACELLE CISEAUX 8M"",""unit"":""Aller"",""qty"":3.0,""unit_price"":1500.0},{""desc"":""NACELLE ELEVATRICE ARTICULEE 18M"",""unit"":""JOUR"",""qty"":1.0,""unit_price"":850.0},{""desc"":""MOBILISATION D’UNE NACELLE 18M"",""unit"":""Aller"",""qty"":1.0,""unit_price"":5500.0},{""desc"":""CHARIOT ELEVATEUR 3T 1"",""unit"":""JOUR"",""qty"":13.0,""unit_price"":769.23},{""desc"":""CHARIOT ELEVATEUR 3T 2"",""unit"":""JOUR"",""qty"":8.0,""unit_price"":769.23},{""desc"":""MOBILISATION DE DEUX CHARIOT ELEVATEUR 3T"",""unit"":""Aller"",""qty"":2.0,""unit_price"":2000.0}]",20,45503.83,9100.76,54604.59,true,true
facture,041/2026/AI,2026-05-11,c327769f-2f62-4a8b-876c-b3d2ebd79832,AFRICA GLOBAL LOGISTICS & SHIPPING MAROC,001527059000033,"43 BD KHALID IBNOU LOUALID, AIN SEBAA, CASABLANCA",Casablanca,false,"[{""desc"":""Transport D’UNE MAIN CHAFT AGREDA – BOUJDOUR N serie : 10190203"",""unit"":""FF"",""qty"":1.0,""unit_price"":168000.0,""tva_rate"":0.0},{""desc"":""SURCHARGE CARBURANT"",""unit"":""U"",""qty"":1.0,""unit_price"":19000.0,""tva_rate"":0.0},{""desc"":""MOBILISATION DE CAMION"",""unit"":""JOUR"",""qty"":3.0,""unit_price"":2000.0,""tva_rate"":0.0}]",20,193000.0,0.0,193000.0,true,true
facture,042/2026/AI,2026-05-11,c327769f-2f62-4a8b-876c-b3d2ebd79832,AFRICA GLOBAL LOGISTICS & SHIPPING MAROC,001527059000033,"43 BD KHALID IBNOU LOUALID, AIN SEBAA, CASABLANCA",Casablanca,false,"[{""desc"":""Transport D’UNE MAIN CHAFT AGREDA – BOUJDOUR N serie : 10190206"",""unit"":""FF"",""qty"":1.0,""unit_price"":168000.0,""tva_rate"":0.0},{""desc"":""SURCHARGE CARBURANT"",""unit"":""U"",""qty"":1.0,""unit_price"":19000.0,""tva_rate"":0.0},{""desc"":""MOBILISATION DE CAMION"",""unit"":""JOUR"",""qty"":4.0,""unit_price"":2000.0,""tva_rate"":0.0}]",20,195000.0,0.0,195000.0,true,true
facture,043/2026/AI/BIS,2026-05-12,b0dede0c-950d-42a9-b6bb-d33db55420dd,MINGDIAN INTERNATIONAL,003389053000034,,Casablanca,false,"[{""desc"":""CHARGEUSE 950H"",""unit"":""JOUR"",""qty"":21.5,""unit_price"":2300.0},{""desc"":""CHARGEUSE 950H"",""unit"":""HEURES"",""qty"":5.5,""unit_price"":255.55},{""desc"":""PELLE SUR CHENILLES 320C"",""unit"":""JOURS"",""qty"":11.0,""unit_price"":2000.0},{""desc"":""PELLE SUR CHENILLES 320C"",""unit"":""HEURES"",""qty"":2.5,""unit_price"":222.22},{""desc"":""PELLE SUR CHENILLES VOLVO"",""unit"":""JOURS"",""qty"":2.0,""unit_price"":2000.0},{""desc"":""CHARIOT ELEVATEUR TELESCOPIQUE"",""unit"":""JOURS"",""qty"":20.5,""unit_price"":1300.0},{""desc"":""CHARIOT ELEVATEUR TELESCOPIQUE"",""unit"":""HEURES"",""qty"":11.0,""unit_price"":144.44},{""desc"":""进出场费 Frais d'entrée et de sortie (Sortie Pelle Volvo) (Sortie pelle 320c)"",""unit"":""次 Fois"",""qty"":2.0,""unit_price"":2000.0},{""desc"":""进出场费 Frais d'entrée et de sortie (Entrée chariot télescopique)"",""unit"":""次 Fois"",""qty"":1.0,""unit_price"":2500.0}]",20,112149.91,22429.98,134579.89,true,true
facture,043/2026/AI,2026-05-11,161dd454-19c0-4ade-b592-cae59cf3b0e2,MINGLAI,003797353000081,,Casablanca,false,"[{""desc"":""location Grue 100 TN"",""unit"":""JOUR"",""qty"":12.0,""unit_price"":4615.0},{""desc"":""Mobilisation de la grue"",""unit"":""u"",""qty"":1.0,""unit_price"":20000.0}]",20,75380.0,15076.0,90456.0,true,true
facture,044/2026/AI,2026-05-12,b0dede0c-950d-42a9-b6bb-d33db55420dd,MINGDIAN INTERNATIONAL,003389053000034,,Casablanca,false,"[{""desc"":""VENTE D’UNE CITERNE DE GASOIL CYLINDRIQUE HORIZONTALE AVEC POMPE INTEGREE N°De série:M-787/24 Capacité :30 000L POIDS : 2900KG"",""unit"":""次 Fois"",""qty"":1.0,""unit_price"":120000.0}]",20,120000.0,24000.0,144000.0,true,true
facture,045/2026/AI,2026-05-13,7aa95b57-b755-4a60-8d08-5f7e821abdaf,TG NORTH AFRICA SARL,003844653000083,,Casablanca,false,"[{""desc"":""Forfait journalier pour mise à disposition d’équipements de manutention (chariots élévateurs (5 tonnes et 12 tonnes, télescopique, transpalettes, manutentionnaire x2 et outillage), incluant conducteur et gasoil. Mobilisation et démobilisation inclus"",""unit"":""JOURS"",""qty"":4.0,""unit_price"":15600.0,""tva_rate"":20.0},{""desc"":""Assurance marchandise – plafond : 1 000 000 DH / conteneur"",""unit"":""U"",""qty"":1.0,""unit_price"":19000.0,""tva_rate"":20.0}]",20,81400.0,16280.0,97680.0,true,true
facture,046/2026/AI,2026-04-25,885844e5-ff53-40d4-aa37-822ad3753375,CROMAT MATERIAUX,003884477000080,"GROUPE ATTAKADDOUM GH2-17, 2EME ETG, SIDI BERNOUSSI",Casablanca,false,"[{""desc"":""HDPE-DN200"",""unit"":""ml"",""qty"":20.0,""unit_price"":161.68},{""desc"":""HDPE-DN250"",""unit"":""ml"",""qty"":21.0,""unit_price"":250.98},{""desc"":""HDPE-DN300"",""unit"":""ml"",""qty"":20.0,""unit_price"":370.36},{""desc"":""PVC-U-DN100"",""unit"":""ml"",""qty"":20.0,""unit_price"":23.5},{""desc"":""PVC-U-DN150"",""unit"":""ml"",""qty"":24.0,""unit_price"":46.06},{""desc"":""PVC-U-DN75"",""unit"":""ml"",""qty"":10.0,""unit_price"":13.63},{""desc"":""DN250 HDPE connector MANCHON ELECTRO"",""unit"":""piece"",""qty"":90.0,""unit_price"":532.04},{""desc"":""DN300 HDPE connector MANCHON ELECTRO"",""unit"":""piece"",""qty"":42.0,""unit_price"":844.12},{""desc"":""DN200*DN200 HDPE 90°elbow ELECTRO"",""unit"":""piece"",""qty"":49.0,""unit_price"":642.96},{""desc"":""DN250*DN250 HDPE 90°elbow ELECTRO"",""unit"":""piece"",""qty"":19.0,""unit_price"":1579.2},{""desc"":""reduction 300/250 PEHD PN16 ELECTRO"",""unit"":""piece"",""qty"":15.0,""unit_price"":913.68},{""desc"":""te DN250*DN250*DN200（HDPE）ELECTRO"",""unit"":""piece"",""qty"":20.0,""unit_price"":2256.0},{""desc"":""te DN300*DN300*DN200 （HDPE）ELECTRO"",""unit"":""piece"",""qty"":24.0,""unit_price"":4324.0},{""desc"":""reduction DN250*DN200 （HDPE）ELECTRO"",""unit"":""piece"",""qty"":28.0,""unit_price"":554.6},{""desc"":""MANCHON DN200（HDPE）MANCHON ELECTRO"",""unit"":""piece"",""qty"":48.0,""unit_price"":532.04},{""desc"":""Bride PEHD 40"",""unit"":""piece"",""qty"":20.0,""unit_price"":179.0},{""desc"":""Bride PEHD 50"",""unit"":""piece"",""qty"":2.0,""unit_price"":185.0},{""desc"":""Grand coude en PVC-U DN75"",""unit"":""piece"",""qty"":18.0,""unit_price"":262.0},{""desc"":""Joint de bride PEHD DN40"",""unit"":""piece"",""qty"":6.0,""unit_price"":33.0}]",20,375001.52,75000.3,450001.82,true,true
facture,047/2026/AI,2026-05-20,c327769f-2f62-4a8b-876c-b3d2ebd79832,AFRICA GLOBAL LOGISTICS & SHIPPING MAROC,001527059000033,"43 BD KHALID IBNOU LOUALID, AIN SEBAA, CASABLANCA",Casablanca,false,"[{""desc"":""Mobilization of a Main Shaft from BOUJDOUR to BORUPVEJ"",""unit"":""Trip"",""qty"":2.0,""unit_price"":319500.0,""tva_rate"":0.0},{""desc"":""Immobilisation"",""unit"":""J"",""qty"":2.0,""unit_price"":6000.0,""tva_rate"":0.0}]",20,651000.0,0.0,651000.0,true,true
facture,048/2026/AI,2026-05-20,b0dede0c-950d-42a9-b6bb-d33db55420dd,MINGDIAN INTERNATIONAL,003389053000034,,Casablanca,false,"[{""desc"":""CHARIOT ELEVATEUR 5T"",""unit"":""JOUR"",""qty"":43.0,""unit_price"":1000.0}]",20,43000.0,8600.0,51600.0,true,true
facture,049/2026/AI,2026-06-09,b00daf69-db4b-4fe8-8721-9591d7df85bf,CHINA OVERSEAS ENGINEERING CORPORATION,001596313000044,"INARA, ROUTE 28 N°25, CALIFORNIE, 20150 CASABLANCA",Casablanca,false,"[{""desc"":""Locatio des camion d'évacuation de déblai à ouvrage CASA"",""unit"":""JOUR"",""qty"":307.0,""unit_price"":1600.0},{""desc"":""Locatio des camion d'évacuation de déblai à ouvrage CASA ( location journalier )"",""unit"":""JOUR"",""qty"":26.7,""unit_price"":1700.0},{""desc"":""Location dune GRUE MOBILE 40TN ouvrage 2800"",""unit"":""JOUR"",""qty"":26.7,""unit_price"":2615.0},{""desc"":""Location dune GRUE MOBILE 35 TN ouvrage 0380"",""unit"":""JOUR"",""qty"":27.0,""unit_price"":2307.0},{""desc"":""Location dune GRUE MOBILE 35 TN ouvrage 0380 (night shift)"",""unit"":""HEURE"",""qty"":20.0,""unit_price"":256.0},{""desc"":""Location chargeuse a la base de vie"",""unit"":""JOUR"",""qty"":26.0,""unit_price"":2300.0},{""desc"":""Location Excavateur sur pneu CAT 318 2009"",""unit"":""JOUR"",""qty"":28.8,""unit_price"":1615.0},{""desc"":""Location Excavateur sur pneu FIAT HITACHI 2800"",""unit"":""JOUR"",""qty"":28.5,""unit_price"":1615.0},{""desc"":""Location Excavateur sur pneu CAT 318 2682"",""unit"":""JOUR"",""qty"":27.0,""unit_price"":1615.0},{""desc"":""Location Excavateur sur CHENILLE CAT volvo 2800 ASA"",""unit"":""JOUR"",""qty"":9.6,""unit_price"":2300.0},{""desc"":""Location Excavateur sur CHENILLE CAT 322 2800 ASA"",""unit"":""JOUR"",""qty"":8.3,""unit_price"":2300.0},{""desc"":""Location Excavateur sur CHENILLE CAT 322 380 CASA"",""unit"":""JOUR"",""qty"":26.0,""unit_price"":2076.0},{""desc"":""Location Excavateur sur CHENILLE CAT 325 0137 /66 CASA"",""unit"":""JOUR"",""qty"":29.5,""unit_price"":2076.0},{""desc"":""Location Excavateur sur CHENILLE VOLVO 2700 CASA"",""unit"":""JOUR"",""qty"":34.7,""unit_price"":2076.0},{""desc"":""Location Excavateur sur CHENILLE CAT 325 2700/2000/0137 CASA"",""unit"":""JOUR"",""qty"":31.6,""unit_price"":2076.0},{""desc"":""Location Excavateur sur CHENILLE CAT 322 0436 CASA"",""unit"":""JOUR"",""qty"":25.5,""unit_price"":2076.0},{""desc"":""Location Excavateur sur CHENILLE CAT 322 0137 CASA"",""unit"":""JOUR"",""qty"":25.1,""unit_price"":2076.0},{""desc"":""Location Excavateur sur CHENILLE CAT 325 0137 CASA"",""unit"":""JOUR"",""qty"":28.7,""unit_price"":2076.0},{""desc"":""Location Excavateur sur CHENILLE CAT 320 0644 CASA"",""unit"":""JOUR"",""qty"":25.0,""unit_price"":2076.0},{""desc"":""Location CAMION CITERNE ( CASABLANCA )"",""unit"":""JOUR"",""qty"":25.7,""unit_price"":1000.0},{""desc"":""Location camion grue"",""unit"":""JOUR"",""qty"":27.3,""unit_price"":1923.0},{""desc"":""Location JCB AVEC MATREAU( MOHAMEDIA )"",""unit"":""JOUR"",""qty"":26.6,""unit_price"":1538.0},{""desc"":""Location JCB AVEC GODGET( MOHAMEDIA )"",""unit"":""JOUR"",""qty"":26.7,""unit_price"":1300.0},{""desc"":""LOCATION COMPACTEUR 1006"",""unit"":""JOUR"",""qty"":4.0,""unit_price"":1400.0}]",20,1539736.3,307947.26,1847683.56,true,true
facture,050/2026/AI,2026-06-04,b00daf69-db4b-4fe8-8721-9591d7df85bf,CHINA OVERSEAS ENGINEERING CORPORATION,001596313000044,"INARA, ROUTE 28 N°25, CALIFORNIE, 20150 CASABLANCA",Casablanca,false,"[{""desc"":""Travaux de transportation de contoneure remoraue grue"",""unit"":""U"",""qty"":2.0,""unit_price"":3500.0},{""desc"":""Travaux de transportation location camion plateau"",""unit"":""u"",""qty"":2.0,""unit_price"":1500.0},{""desc"":""Travaux de déviation de circulation Chariot élévateur 5TN"",""unit"":""U"",""qty"":3.0,""unit_price"":1300.0},{""desc"":""Travaux de transportation location portchar"",""unit"":""u"",""qty"":9.0,""unit_price"":1500.0}]",20,27400.0,5480.0,32880.0,true,true
facture,052/2026/AI,2026-06-04,eb1a5074-7013-4480-a4ca-10521642363a,CHINA CONSTRUCTION YANGTZE MAROC,002086799000041,,Casablanca,false,"[{""desc"":""LOCATION MENSUELLE GRUE MOBILE 75T"",""unit"":""MOIS"",""qty"":1.5,""unit_price"":145000.0,""tva_rate"":20.0},{""desc"":""LOCATION MENSUELLE NACELLE 26M"",""unit"":""MOIS"",""qty"":2.410256,""unit_price"":34000.0,""tva_rate"":20.0}]",20,299448.72,59889.74,359338.46,true,true
